id,lat,lng,name,company,line,railroadDivision,railroadCompanyClassification,duplicate2011,dataEorN2011,passengers2011,duplicate2012,dataEorN2012,passengers2012,duplicate2013,dataEorN2013,passengers2013,duplicate2014,dataEorN2014,passengers2014,duplicate2015,dataEorN2015,passengers2015,duplicate2016,dataEorN2016,passengers2016,duplicate2017,dataEorN2017,passengers2017
cv1097,34.64931000,135.70881000,東山,近畿日本鉄道,生駒線,12,4,1,1,3761,1,1,3566,1,1,3566,1,1,3566,1,1,3802,1,1,3802,1,1,3802
cv1098,34.64088000,135.70095000,元山上口,近畿日本鉄道,生駒線,12,4,1,1,1969,1,1,1856,1,1,1856,1,1,1856,1,1,1768,1,1,1768,1,1,1768
cv1099,34.65728000,135.70908000,萩の台,近畿日本鉄道,生駒線,12,4,1,1,3113,1,1,2927,1,1,2927,1,1,2927,1,1,2927,1,1,2927,1,1,2927
cv1100,34.61370000,135.65381000,高安山,近畿日本鉄道,西信貴鋼索線,13,4,1,1,85,1,1,47,1,1,47,1,1,47,1,1,34,1,1,34,1,1,34
cv1101,34.61975000,135.64279000,信貴山口,近畿日本鉄道,西信貴鋼索線,13,4,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0
cv1102,34.66393000,136.36925000,大三,近畿日本鉄道,大阪線,12,4,1,1,488,1,1,399,1,1,399,1,1,399,1,1,441,1,1,441,1,1,441
cv1103,34.67572000,136.32108000,東青山,近畿日本鉄道,大阪線,12,4,1,1,71,1,1,33,1,1,33,1,1,33,1,1,26,1,1,26,1,1,26
cv1104,34.59871000,136.07290000,赤目口,近畿日本鉄道,大阪線,12,4,1,1,1482,1,1,1459,1,1,1459,1,1,1459,1,1,1447,1,1,1447,1,1,1447
cv1105,34.65708000,136.40886000,伊勢石橋,近畿日本鉄道,大阪線,12,4,1,1,87,1,1,91,1,1,91,1,1,91,1,1,81,1,1,81,1,1,81
cv1106,34.67632000,136.23753000,西青山,近畿日本鉄道,大阪線,12,4,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cv1107,34.66334000,136.13334000,美旗,近畿日本鉄道,大阪線,12,4,1,1,2054,1,1,1671,1,1,1671,1,1,1671,1,1,1592,1,1,1592,1,1,1592
cv1108,34.67266000,136.17653000,青山町,近畿日本鉄道,大阪線,12,4,1,1,2434,1,1,2275,1,1,2275,1,1,2275,1,1,1983,1,1,1983,1,1,1983
cv1109,34.65621000,136.43718000,川合高岡,近畿日本鉄道,大阪線,12,4,1,1,821,1,1,828,1,1,828,1,1,828,1,1,791,1,1,791,1,1,791
cv1110,34.62091000,136.09550000,名張,近畿日本鉄道,大阪線,12,4,1,1,13677,1,1,12950,1,1,12950,1,1,12950,1,1,12396,1,1,12396,1,1,12396
cv1111,34.68233000,136.20364000,伊賀上津,近畿日本鉄道,大阪線,12,4,1,1,208,1,1,203,1,1,203,1,1,203,1,1,99,1,1,99,1,1,99
cv1112,34.67503000,136.34826000,榊原温泉口,近畿日本鉄道,大阪線,12,4,1,1,1281,1,1,1095,1,1,1095,1,1,1095,1,1,1010,1,1,1010,1,1,1010
cv1113,34.64060000,136.11244000,桔梗が丘,近畿日本鉄道,大阪線,12,4,1,1,7307,1,1,6702,1,1,6702,1,1,6702,1,1,6608,1,1,6608,1,1,6608
cv1114,34.63466000,136.47867000,伊勢中川,近畿日本鉄道,大阪線,12,4,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0
cv1115,34.66528000,135.53215000,鶴橋,近畿日本鉄道,大阪線,12,4,1,1,155242,1,1,153580,1,1,153580,1,1,153580,1,1,160158,1,1,160158,1,1,160158
cv1116,34.66468000,135.55060000,今里,近畿日本鉄道,大阪線,12,4,1,1,10405,1,1,10047,1,1,10047,1,1,10047,1,1,10671,1,1,10671,1,1,10671
cv1117,34.66411000,135.56463000,布施,近畿日本鉄道,大阪線,12,4,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0
cv1118,34.66534000,135.52330000,大阪上本町,近畿日本鉄道,大阪線,12,4,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0
cv1119,34.66613000,135.51901000,大阪上本町,近畿日本鉄道,大阪線,12,4,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0
cv1120,34.66597000,135.52077000,大阪上本町,近畿日本鉄道,大阪線,12,4,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0
cv1121,34.59563000,135.62622000,法善寺,近畿日本鉄道,大阪線,12,4,1,1,3834,1,1,3795,1,1,3795,1,1,3795,1,1,3790,1,1,3790,1,1,3790
cv1122,34.55356000,135.66736000,関屋,近畿日本鉄道,大阪線,12,4,1,1,6117,1,1,5873,1,1,5873,1,1,5873,1,1,4459,1,1,4459,1,1,4459
cv1123,34.56626000,136.01595000,室生口大野,近畿日本鉄道,大阪線,12,4,1,1,1446,1,1,1345,1,1,1345,1,1,1345,1,1,1236,1,1,1236,1,1,1236
cv1124,34.51303000,135.79335000,大和八木,近畿日本鉄道,大阪線,12,4,1,1,32032,1,1,29379,1,1,29379,1,1,29379,1,1,30854,1,1,30854,1,1,30854
cv1125,34.52966000,135.95385000,榛原,近畿日本鉄道,大阪線,12,4,1,1,11265,1,1,10555,1,1,10555,1,1,10555,1,1,9900,1,1,9900,1,1,9900
cv1126,34.57871000,136.03632000,三本松,近畿日本鉄道,大阪線,12,4,1,1,241,1,1,187,1,1,187,1,1,187,1,1,158,1,1,158,1,1,158
cv1127,34.51635000,135.86951000,大和朝倉,近畿日本鉄道,大阪線,12,4,1,1,2344,1,1,2189,1,1,2189,1,1,2189,1,1,2160,1,1,2160,1,1,2160
cv1128,34.51987000,135.74145000,大和高田,近畿日本鉄道,大阪線,12,4,1,1,16810,1,1,15806,1,1,15806,1,1,15806,1,1,16446,1,1,16446,1,1,16446
cv1129,34.58904000,135.62723000,堅下,近畿日本鉄道,大阪線,12,4,1,1,3827,1,1,3854,1,1,3854,1,1,3854,1,1,3799,1,1,3799,1,1,3799
cv1130,34.54684000,135.68750000,二上,近畿日本鉄道,大阪線,12,4,1,1,7582,1,1,7763,1,1,7763,1,1,7763,1,1,8710,1,1,8710,1,1,8710
cv1131,34.52067000,135.76181000,松塚,近畿日本鉄道,大阪線,12,4,1,1,1212,1,1,1298,1,1,1298,1,1,1298,1,1,1299,1,1,1299,1,1,1299
cv1132,34.58050000,135.62895000,安堂,近畿日本鉄道,大阪線,12,4,1,1,2197,1,1,2294,1,1,2294,1,1,2294,1,1,2217,1,1,2217,1,1,2217
cv1133,34.61021000,135.62622000,恩智,近畿日本鉄道,大阪線,12,4,1,1,4675,1,1,4721,1,1,4721,1,1,4721,1,1,4671,1,1,4671,1,1,4671
cv1134,34.64949000,135.57787000,長瀬,近畿日本鉄道,大阪線,12,4,1,1,30281,1,1,30476,1,1,30476,1,1,30476,1,1,31810,1,1,31810,1,1,31810
cv1135,34.64093000,135.58370000,弥刀,近畿日本鉄道,大阪線,12,4,1,1,10608,1,1,10367,1,1,10367,1,1,10367,1,1,10814,1,1,10814,1,1,10814
cv1136,34.63436000,135.59096000,久宝寺口,近畿日本鉄道,大阪線,12,4,1,1,6013,1,1,5392,1,1,5392,1,1,5392,1,1,5314,1,1,5314,1,1,5314
cv1137,34.51247000,135.81608000,耳成,近畿日本鉄道,大阪線,12,4,1,1,3727,1,1,3586,1,1,3586,1,1,3586,1,1,3917,1,1,3917,1,1,3917
cv1138,34.52672000,135.73205000,築山,近畿日本鉄道,大阪線,12,4,1,1,2865,1,1,2885,1,1,2885,1,1,2885,1,1,2910,1,1,2910,1,1,2910
cv1139,34.62042000,135.62419000,高安,近畿日本鉄道,大阪線,12,4,1,1,11395,1,1,11236,1,1,11236,1,1,11236,1,1,11538,1,1,11538,1,1,11538
cv1140,34.51343000,135.84686000,桜井,近畿日本鉄道,大阪線,12,4,1,1,18467,1,1,17374,1,1,17374,1,1,17374,1,1,17137,1,1,17137,1,1,17137
cv1141,34.55578000,135.64420000,大阪教育大前,近畿日本鉄道,大阪線,12,4,1,1,6056,1,1,6204,1,1,6204,1,1,6204,1,1,6455,1,1,6455,1,1,6455
cv1142,34.52667000,135.90610000,長谷寺,近畿日本鉄道,大阪線,12,4,1,1,1167,1,1,1041,1,1,1041,1,1,1041,1,1,989,1,1,989,1,1,989
cv1143,34.62781000,135.61999000,河内山本,近畿日本鉄道,大阪線,12,4,1,1,21048,1,1,19757,1,1,19757,1,1,19757,1,1,19878,1,1,19878,1,1,19878
cv1144,34.54161000,135.70367000,近鉄下田,近畿日本鉄道,大阪線,12,4,1,1,4450,1,1,4544,1,1,4544,1,1,4544,1,1,4630,1,1,4630,1,1,4630
cv1145,34.53530000,135.71713000,五位堂,近畿日本鉄道,大阪線,12,4,1,1,26023,1,1,25509,1,1,25509,1,1,25509,1,1,26373,1,1,26373,1,1,26373
cv1146,34.51288000,135.83065000,大福,近畿日本鉄道,大阪線,12,4,1,1,1794,1,1,1655,1,1,1655,1,1,1655,1,1,1698,1,1,1698,1,1,1698
cv1147,34.51953000,135.77331000,真菅,近畿日本鉄道,大阪線,12,4,1,1,5018,1,1,4869,1,1,4869,1,1,4869,1,1,5127,1,1,5127,1,1,5127
cv1148,34.56728000,135.63552000,河内国分,近畿日本鉄道,大阪線,12,4,1,1,15563,1,1,15301,1,1,15301,1,1,15301,1,1,15804,1,1,15804,1,1,15804
cv1149,34.62954000,135.60440000,近鉄八尾,近畿日本鉄道,大阪線,12,4,1,1,32823,1,1,34353,1,1,34353,1,1,34353,1,1,35762,1,1,35762,1,1,35762
cv1150,34.65786000,135.57212000,俊徳道,近畿日本鉄道,大阪線,12,4,1,1,6233,1,1,6304,1,1,6304,1,1,6304,1,1,6462,1,1,6462,1,1,6462
cv1151,34.49164000,135.59044000,川西,近畿日本鉄道,長野線,12,4,1,1,3634,1,1,3631,1,1,3631,1,1,3631,1,1,3760,1,1,3760,1,1,3760
cv1152,34.52336000,135.60739000,喜志,近畿日本鉄道,長野線,12,4,1,1,18072,1,1,18128,1,1,18128,1,1,18128,1,1,17612,1,1,17612,1,1,17612
cv1153,34.48097000,135.58648000,滝谷不動,近畿日本鉄道,長野線,12,4,1,1,7204,1,1,3318,1,1,3318,1,1,3318,1,1,6600,1,1,6600,1,1,6600
cv1154,34.45183000,135.57342000,河内長野,近畿日本鉄道,長野線,12,4,1,1,13101,1,1,11613,1,1,11613,1,1,11613,1,1,12563,1,1,12563,1,1,12563
cv1155,34.46666000,135.57908000,汐ノ宮,近畿日本鉄道,長野線,12,4,1,1,2403,1,1,2434,1,1,2434,1,1,2434,1,1,2552,1,1,2552,1,1,2552
cv1156,34.50477000,135.60157000,富田林,近畿日本鉄道,長野線,12,4,1,1,15229,1,1,14459,1,1,14459,1,1,14459,1,1,13768,1,1,13768,1,1,13768
cv1157,34.55487000,135.60974000,古市,近畿日本鉄道,長野線,12,4,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0
cv1158,34.49987000,135.59601000,富田林西口,近畿日本鉄道,長野線,12,4,1,1,6135,1,1,6006,1,1,6006,1,1,6006,1,1,6557,1,1,6557,1,1,6557
cv1159,34.47945000,136.81899000,池の浦,近畿日本鉄道,鳥羽線,12,4,1,1,1027,1,1,951,1,1,951,1,1,951,1,1,795,1,1,795,1,1,795
cv1160,34.48714000,136.84197000,鳥羽,近畿日本鉄道,鳥羽線,12,4,1,1,4202,1,1,3825,1,1,3868,1,1,4064,1,1,5268,1,1,4509,1,1,4541
cv1161,34.48779000,136.71399000,宇治山田,近畿日本鉄道,鳥羽線,12,4,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0
cv1162,34.47614000,136.72788000,五十鈴川,近畿日本鉄道,鳥羽線,12,4,1,1,2251,1,1,2122,1,1,2122,1,1,2122,1,1,2323,1,1,2323,1,1,2323
cv1163,34.47733000,136.75816000,朝熊,近畿日本鉄道,鳥羽線,12,4,1,1,168,1,1,165,1,1,165,1,1,165,1,1,128,1,1,128,1,1,128
cv1164,34.60741000,135.78251000,平端,近畿日本鉄道,天理線,12,4,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0
cv1165,34.60105000,135.81663000,前栽,近畿日本鉄道,天理線,12,4,1,1,3887,1,1,3981,1,1,3981,1,1,3981,1,1,4012,1,1,4012,1,1,4012
cv1166,34.60188000,135.79672000,二階堂,近畿日本鉄道,天理線,12,4,1,1,3752,1,1,3581,1,1,3581,1,1,3581,1,1,3532,1,1,3532,1,1,3532
cv1167,34.60116000,135.83004000,天理,近畿日本鉄道,天理線,12,4,1,1,10779,1,1,10089,1,1,10089,1,1,10089,1,1,10274,1,1,10274,1,1,10274
cv1168,34.58502000,135.73137000,佐味田川,近畿日本鉄道,田原本線,12,4,1,1,1768,1,1,1705,1,1,1705,1,1,1705,1,1,1570,1,1,1570,1,1,1570
cv1169,34.56819000,135.77813000,黒田,近畿日本鉄道,田原本線,12,4,1,1,664,1,1,600,1,1,600,1,1,600,1,1,654,1,1,654,1,1,654
cv1170,34.59769000,135.70433000,新王寺,近畿日本鉄道,田原本線,12,4,1,1,8609,1,1,7183,1,1,7183,1,1,7183,1,1,7080,1,1,7080,1,1,7080
cv1171,34.56944000,135.76787000,但馬,近畿日本鉄道,田原本線,12,4,1,1,1095,1,1,875,1,1,875,1,1,875,1,1,796,1,1,796,1,1,796
cv1172,34.57019000,135.75169000,箸尾,近畿日本鉄道,田原本線,12,4,1,1,1957,1,1,1753,1,1,1753,1,1,1753,1,1,1777,1,1,1777,1,1,1777
cv1173,34.55337000,135.78955000,西田原本,近畿日本鉄道,田原本線,12,4,1,1,5676,1,1,4387,1,1,4387,1,1,4387,1,1,4809,1,1,4809,1,1,4809
cv1174,34.57862000,135.73757000,池部,近畿日本鉄道,田原本線,12,4,1,1,1917,1,1,1263,1,1,1263,1,1,1263,1,1,1216,1,1,1216,1,1,1216
cv1175,34.58927000,135.72000000,大輪田,近畿日本鉄道,田原本線,12,4,1,1,2922,1,1,2428,1,1,2428,1,1,2428,1,1,2378,1,1,2378,1,1,2378
cv1176,34.99667000,136.54142000,桜,近畿日本鉄道,湯の山線,12,4,1,1,3700,1,1,3452,1,1,3452,1,1,3452,1,1,3501,1,1,3501,1,1,3501
cv1177,34.98345000,136.55420000,高角,近畿日本鉄道,湯の山線,12,4,1,1,1061,1,1,1065,1,1,1065,1,1,1065,1,1,1051,1,1,1051,1,1,1051
cv1178,35.01219000,136.50463000,中菰野,近畿日本鉄道,湯の山線,12,4,1,1,1020,1,1,1049,1,1,1049,1,1,1049,1,1,1023,1,1,1023,1,1,1023
cv1179,35.01166000,136.47410000,湯の山温泉,近畿日本鉄道,湯の山線,12,4,1,1,686,1,1,803,1,1,803,1,1,803,1,1,555,1,1,555,1,1,555
cv1180,34.97762000,136.56654000,伊勢川島,近畿日本鉄道,湯の山線,12,4,1,1,2099,1,1,2016,1,1,2016,1,1,2016,1,1,2354,1,1,2354,1,1,2354
cv1181,35.00867000,136.51776000,菰野,近畿日本鉄道,湯の山線,12,4,1,1,2447,1,1,2521,1,1,2521,1,1,2521,1,1,2499,1,1,2499,1,1,2499
cv1182,35.01259000,136.49459000,大羽根園,近畿日本鉄道,湯の山線,12,4,1,1,788,1,1,797,1,1,797,1,1,797,1,1,790,1,1,790,1,1,790
cv1183,34.96982000,136.59033000,伊勢松本,近畿日本鉄道,湯の山線,12,4,1,1,2377,1,1,2429,1,1,2429,1,1,2429,1,1,2599,1,1,2599,1,1,2599
cv1184,34.96925000,136.60284000,中川原,近畿日本鉄道,湯の山線,12,4,1,1,1382,1,1,1412,1,1,1412,1,1,1412,1,1,1499,1,1,1499,1,1,1499
cv1185,34.96598000,136.61843000,近鉄四日市,近畿日本鉄道,湯の山線,12,4,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0
cv1186,34.58197000,135.62502000,柏原南口,近畿日本鉄道,道明寺線,12,4,1,1,792,1,1,564,1,1,564,1,1,564,1,1,735,1,1,735,1,1,735
cv1187,34.56909000,135.62035000,道明寺,近畿日本鉄道,道明寺線,12,4,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0
cv1188,34.58728000,135.62271000,柏原,近畿日本鉄道,道明寺線,12,4,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,2,0
cv1189,34.69295000,135.69688000,生駒,近畿日本鉄道,奈良線,12,4,1,1,48220,1,1,47700,1,1,47700,1,1,47700,1,1,49283,1,1,49283,1,1,49283
cv1190,34.68409000,135.65451000,石切,近畿日本鉄道,奈良線,12,4,1,1,9385,1,1,9066,1,1,9066,1,1,9066,1,1,9313,1,1,9313,1,1,9313
cv1191,34.66424000,135.57379000,河内永和,近畿日本鉄道,奈良線,12,4,1,1,10468,1,1,10667,1,1,10667,1,1,10667,1,1,11260,1,1,11260,1,1,11260
cv1192,34.66271000,135.61913000,河内花園,近畿日本鉄道,奈良線,12,4,1,1,12088,1,1,11553,1,1,11553,1,1,11553,1,1,11431,1,1,11431,1,1,11431
cv1193,34.69207000,135.70888000,東生駒,近畿日本鉄道,奈良線,12,4,1,1,18948,1,1,18135,1,1,18135,1,1,18135,1,1,17685,1,1,17685,1,1,17685
cv1194,34.67553000,135.65126000,額田,近畿日本鉄道,奈良線,12,4,1,1,3701,1,1,3612,1,1,3612,1,1,3612,1,1,3535,1,1,3535,1,1,3535
cv1195,34.66987000,135.64816000,枚岡,近畿日本鉄道,奈良線,12,4,1,1,5029,1,1,5071,1,1,5071,1,1,5071,1,1,5168,1,1,5168,1,1,5168
cv1196,34.66396000,135.58198000,河内小阪,近畿日本鉄道,奈良線,12,4,1,1,28693,1,1,27357,1,1,27357,1,1,27357,1,1,27790,1,1,27790,1,1,27790
cv1197,34.66309000,135.60895000,若江岩田,近畿日本鉄道,奈良線,12,4,1,1,15089,1,1,15084,1,1,15084,1,1,15084,1,1,14772,1,1,14772,1,1,14772
cv1198,34.68533000,135.81168000,新大宮,近畿日本鉄道,奈良線,12,4,1,1,29322,1,1,28670,1,1,28670,1,1,28670,1,1,29375,1,1,29375,1,1,29375
cv1199,34.69397000,135.73387000,富雄,近畿日本鉄道,奈良線,12,4,1,1,29120,1,1,28456,1,1,28456,1,1,28456,1,1,28974,1,1,28974,1,1,28974
cv1200,34.66197000,135.63984000,瓢箪山,近畿日本鉄道,奈良線,12,4,1,1,24137,1,1,22725,1,1,22725,1,1,22725,1,1,23378,1,1,23378,1,1,23378
cv1201,34.66371000,135.59011000,八戸ノ里,近畿日本鉄道,奈良線,12,4,1,1,23837,1,1,24708,1,1,24708,1,1,24708,1,1,25686,1,1,25686,1,1,25686
cv1202,34.69716000,135.75094000,学園前,近畿日本鉄道,奈良線,12,4,1,1,57064,1,1,56257,1,1,56257,1,1,56257,1,1,54483,1,1,54483,1,1,54483
cv1203,34.68395000,135.82857000,近鉄奈良,近畿日本鉄道,奈良線,12,4,1,1,67761,1,1,51147,1,1,51147,1,1,51147,1,1,54727,1,1,54727,1,1,54727
cv1204,34.66235000,135.62727000,東花園,近畿日本鉄道,奈良線,12,4,1,1,16057,1,1,16588,1,1,16588,1,1,16588,1,1,17841,1,1,17841,1,1,17841
cv1205,34.69793000,135.76213000,菖蒲池,近畿日本鉄道,奈良線,12,4,1,1,11860,1,1,12150,1,1,12150,1,1,12150,1,1,13337,1,1,13337,1,1,13337
cv1206,34.69315000,135.78401000,大和西大寺,近畿日本鉄道,奈良線,12,4,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0
cv1207,34.66411000,135.56463000,布施,近畿日本鉄道,奈良線,12,4,1,1,39448,1,1,38072,1,1,38072,1,1,38072,1,1,38072,1,1,38240,1,1,38240
cv1208,34.92894000,136.59246000,小古曽,四日市あすなろう鉄道,内部線,12,5,1,1,325,1,1,323,1,1,323,1,1,323,1,1,323,1,1,323,1,3,0
cv1209,34.95941000,136.61076000,赤堀,四日市あすなろう鉄道,内部線,12,5,1,1,553,1,1,441,1,1,441,1,1,441,1,1,441,1,1,441,1,3,0
cv1210,34.93418000,136.59625000,追分,四日市あすなろう鉄道,内部線,12,5,1,1,989,1,1,968,1,1,968,1,1,968,1,1,968,1,1,968,1,3,0
cv1211,34.95020000,136.60110000,南日永,四日市あすなろう鉄道,内部線,12,5,1,1,1045,1,1,1018,1,1,1018,1,1,1018,1,1,1018,1,1,1018,1,3,0
cv1212,34.94074000,136.59858000,泊,四日市あすなろう鉄道,内部線,12,5,1,1,829,1,1,824,1,1,824,1,1,824,1,1,824,1,1,824,1,3,0
cv1213,34.95623000,136.60458000,日永,四日市あすなろう鉄道,内部線,12,5,1,1,1018,1,1,939,1,1,939,1,1,939,1,1,939,1,1,939,1,3,0
cv1214,34.92579000,136.58722000,内部,四日市あすなろう鉄道,内部線,12,5,1,1,1199,1,1,1235,1,1,1235,1,1,1235,1,1,1235,1,1,1235,1,3,0
cv1215,34.96795000,136.61872000,あすなろう四日市,四日市あすなろう鉄道,内部線,12,5,1,1,8079,1,1,6515,1,1,6515,1,1,6515,1,1,6515,1,1,6515,1,3,0
cv1216,34.51682000,135.70559000,当麻寺,近畿日本鉄道,南大阪線,12,4,1,1,1444,1,1,1363,1,1,1363,1,1,1363,1,1,1464,1,1,1464,1,1,1464
cv1217,34.57547000,135.55835000,河内松原,近畿日本鉄道,南大阪線,12,4,1,1,28890,1,1,29186,1,1,29186,1,1,29186,1,1,29540,1,1,29540,1,1,29540
cv1218,34.57153000,135.61612000,土師ノ里,近畿日本鉄道,南大阪線,12,4,1,1,6962,1,1,6862,1,1,6862,1,1,6862,1,1,7167,1,1,7167,1,1,7167
cv1219,34.57724000,135.53971000,布忍,近畿日本鉄道,南大阪線,12,4,1,1,5197,1,1,5001,1,1,5001,1,1,5001,1,1,4990,1,1,4990,1,1,4990
cv1220,34.57519000,135.54658000,高見ノ里,近畿日本鉄道,南大阪線,12,4,1,1,5773,1,1,6440,1,1,6440,1,1,6440,1,1,6490,1,1,6490,1,1,6490
cv1221,34.53305000,135.63722000,上ノ太子,近畿日本鉄道,南大阪線,12,4,1,1,4632,1,1,4675,1,1,4675,1,1,4675,1,1,4892,1,1,4892,1,1,4892
cv1222,34.50854000,135.71959000,尺土,近畿日本鉄道,南大阪線,12,4,1,1,4406,1,1,4345,1,1,4345,1,1,4345,1,1,4326,1,1,4326,1,1,4326
cv1223,34.64072000,135.52470000,河堀口,近畿日本鉄道,南大阪線,12,4,1,1,2953,1,1,2897,1,1,2897,1,1,2897,1,1,3192,1,1,3192,1,1,3192
cv1224,34.57157000,135.58529000,高鷲,近畿日本鉄道,南大阪線,12,4,1,1,6538,1,1,6206,1,1,6206,1,1,6206,1,1,6672,1,1,6672,1,1,6672
cv1225,34.64520000,135.51591000,大阪阿部野橋,近畿日本鉄道,南大阪線,12,4,1,1,163977,1,1,159075,1,1,159075,1,1,159075,1,1,162779,1,1,162779,1,1,162779
cv1226,34.48298000,135.79353000,橿原神宮前,近畿日本鉄道,南大阪線,12,4,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0
cv1227,34.51160000,135.71049000,磐城,近畿日本鉄道,南大阪線,12,4,1,1,1339,1,1,1348,1,1,1348,1,1,1348,1,1,1383,1,1,1383,1,1,1383
cv1228,34.49770000,135.75562000,浮孔,近畿日本鉄道,南大阪線,12,4,1,1,1689,1,1,1474,1,1,1474,1,1,1474,1,1,1569,1,1,1569,1,1,1569
cv1229,34.62581000,135.53128000,今川,近畿日本鉄道,南大阪線,12,4,1,1,4327,1,1,4110,1,1,4110,1,1,4110,1,1,4391,1,1,4391,1,1,4391
cv1230,34.58490000,135.53598000,河内天美,近畿日本鉄道,南大阪線,12,4,1,1,16256,1,1,16081,1,1,16081,1,1,16081,1,1,16841,1,1,16841,1,1,16841
cv1231,34.57336000,135.57322000,恵我ノ荘,近畿日本鉄道,南大阪線,12,4,1,1,10905,1,1,10618,1,1,10618,1,1,10618,1,1,10801,1,1,10801,1,1,10801
cv1232,34.49318000,135.76583000,坊城,近畿日本鉄道,南大阪線,12,4,1,1,3193,1,1,3207,1,1,3207,1,1,3207,1,1,3155,1,1,3155,1,1,3155
cv1233,34.57151000,135.59496000,藤井寺,近畿日本鉄道,南大阪線,12,4,1,1,38075,1,1,36917,1,1,36917,1,1,36917,1,1,36447,1,1,36447,1,1,36447
cv1234,34.54611000,135.62168000,駒ヶ谷,近畿日本鉄道,南大阪線,12,4,1,1,1605,1,1,1617,1,1,1617,1,1,1617,1,1,1793,1,1,1793,1,1,1793
cv1235,34.53892000,135.68594000,二上山,近畿日本鉄道,南大阪線,12,4,1,1,1085,1,1,1044,1,1,1044,1,1,1044,1,1,1141,1,1,1141,1,1,1141
cv1236,34.61662000,135.53310000,針中野,近畿日本鉄道,南大阪線,12,4,1,1,9856,1,1,9373,1,1,9373,1,1,9373,1,1,9727,1,1,9727,1,1,9727
cv1237,34.48602000,135.78181000,橿原神宮西口,近畿日本鉄道,南大阪線,12,4,1,1,2522,1,1,2524,1,1,2524,1,1,2524,1,1,2157,1,1,2157,1,1,2157
cv1238,34.60526000,135.53288000,矢田,近畿日本鉄道,南大阪線,12,4,1,1,9360,1,1,8755,1,1,8755,1,1,8755,1,1,9346,1,1,9346,1,1,9346
cv1239,34.53234000,135.69377000,二上神社口,近畿日本鉄道,南大阪線,12,4,1,1,882,1,1,784,1,1,784,1,1,784,1,1,833,1,1,833,1,1,833
cv1240,34.50690000,135.74234000,高田市,近畿日本鉄道,南大阪線,12,4,1,1,8388,1,1,7619,1,1,7619,1,1,7619,1,1,7696,1,1,7696,1,1,7696
cv1241,34.63159000,135.52910000,北田辺,近畿日本鉄道,南大阪線,12,4,1,1,5014,1,1,5162,1,1,5162,1,1,5162,1,1,5046,1,1,5046,1,1,5046
cv1242,34.56909000,135.62035000,道明寺,近畿日本鉄道,南大阪線,12,4,1,1,7071,1,1,6847,1,1,6847,1,1,6847,1,1,6345,1,1,6345,1,1,6345
cv1243,34.55487000,135.60974000,古市,近畿日本鉄道,南大阪線,12,4,1,1,20995,1,1,20189,1,1,20189,1,1,20189,1,1,21039,1,1,21039,1,1,21039
cv1244,34.66684000,135.50570000,近鉄日本橋,近畿日本鉄道,難波線,12,4,1,1,48843,1,1,45920,1,1,45920,1,1,45920,1,1,48028,1,1,48028,1,1,48028
cv1245,34.66711000,135.49835000,大阪難波,阪神電気鉄道,阪神なんば線,12,4,2,3,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0
cv1246,34.66597000,135.52077000,大阪上本町,近畿日本鉄道,難波線,12,4,1,1,80613,1,1,76230,1,1,76230,1,1,76230,1,1,74928,1,1,74928,1,1,74928
cv1247,34.66613000,135.51901000,大阪上本町,近畿日本鉄道,難波線,12,4,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0
cv1248,34.95307000,136.59153000,西日野,四日市あすなろう鉄道,八王子線,12,5,1,1,2881,1,1,1965,1,1,1965,1,1,1965,1,1,1965,1,1,1965,1,3,0
cv1249,34.95623000,136.60458000,日永,四日市あすなろう鉄道,八王子線,12,5,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,3,0
cv1250,35.13995000,136.82749000,伏屋,近畿日本鉄道,名古屋線,12,4,1,1,5236,1,1,5271,1,1,5271,1,1,5271,1,1,5364,1,1,5364,1,1,5364
cv1251,35.16971000,136.88376000,近鉄名古屋,近畿日本鉄道,名古屋線,12,4,1,1,106149,1,1,102687,1,1,102687,1,1,102687,1,1,106751,1,1,106751,1,1,106751
